source,target,score
ATF6,HNRNPH2,0.0108495167583859
ATF6,STAU1,0.013292055855578
ATF6,USP25,0.0107980650043918
BACH1,MOSPD2,0.001738168030163
BACH1,RASSF2,0.0019731301199345
BACH1,FUCA1,0.0022340264170694
BACH1,GSK3B,0.0022181088096928
BACH1,SDC3,0.0012555411123342
BACH1,CLIP1,0.0147184638181441
BACH1,STK38,0.0134419063539187
BACH1,MORN4,0.0015169012235454
BACH1,MSL3,0.0023296062602978
BACH1,NPM1,0.0010429339303825
BACH1,USP25,0.0119030773413069
BACH1,RAB2A,0.0019679013910334
BACH1,ZEB2,0.0067768509588949
BACH1,RAB1A,0.0031610486009432
BACH1,FAS,0.001892679613847
BACH1,ZCCHC6,0.0156011847636624
BACH1,SSH2,0.0095884383446249
BACH1,ATP6V1A,0.0023766137147032
BACH1,CDV3,0.0038417145324124
BACH1,FNIP2,0.0015715365329575
BACH1,HNRNPH2,0.0012358569873078
BACH1,MICU1,0.0025770717230952
BACH1,NPTN,0.0037561650666366
BACH1,OTUD1,0.0013700080107779
BACH1,SPRY2,0.0043513383451503
BAD,SERF2,0.0173628291529239
BATF3,FYN,0.0073347543301941
BCL11A,BEND5,0.0121877144695644
BCL3,TMEM63B,0.0077000326328618
BCL3,FFAR2,0.0047984730613975
BCL3,IMMP2L,0.0032825794794148
BCL3,MRPL45,0.0052524434809253
BCL3,NFKBIA,0.0046478951735992
BCL3,PLEC,0.0039640101249015
BCL3,SASH3,0.0072644305665323
BCL3,SLC39A1,0.0085789143411009
BCL3,ARAP1,0.0078825069479178
BCL3,TNIP2,0.0080722496969454
BCL3,LFNG,0.0036288188853589
BCL3,STX3,0.0031735847681218
BCL3,NFKB2,0.0152649653205849
BCL3,CCND3,0.0136202469093048
BCL3,HMHA1,0.0081622939335066
BCL3,ITGB2,0.0044983414168469
BCL3,MGAT1,0.0047531892902504
BCL3,SLC16A3,0.0067420573554816
BCL3,VPS37C,0.0048136676241509
BCL3,ANXA11,0.0106624505400344
BCL3,ZNF467,0.0123363691669849
BCL3,MVP,0.0052326405912448
BCL6,SHROOM1,0.0058449201503481
BCL6,ABCC3,0.0094589328710895
BCL6,CAMK1,0.0109524737608694
BCL6,CAST,0.011344798270494
BCL6,CDKN2D,0.0180426243406072
BCL6,LGALS3,0.017674318411783
BCL6,NPL,0.0176435477363679
BCL6,NUAK2,0.0137721373967517
BCL6,ARHGEF11,0.0058958444291597
BCL6,ASPHD2,0.0100518525589711
BCL6,CTSB,0.0150535011660744
BCL6,ITGB2,0.0144411427265449
BCL6,LCP1,0.0096407214473872
BCL6,RASSF2,0.0103424391925291
BCL6,RNASEH2B,0.0086630851313515
BCL6,FGR,0.0243434505757559
BCL6,AGFG1,0.0133453799671505
BCL6,HCK,0.0119356851484718
BCL6,MAP3K3,0.0155259764206752
BCL6,PTAFR,0.0134937532203938
BCL6,RBM47,0.0197136522895015
BCL6,S1PR3,0.0116540429246686
BCL6,SLC16A3,0.0132556635110792
BCL6,ZCCHC24,0.0100943349447491
BCL6,AGTRAP,0.006551362440613
BCL6,NAGK,0.0091632211641669
BCL6,SDC3,0.0067700988422009
BCL6,TMEM127,0.005851826082453
BCL6,TMEM63B,0.005830355707492
BCL6,ZDHHC7,0.0081347057736025
BCL6,SMAP2,0.0099773690444038
BCL6,KIAA0040,0.0029755438441494
BCL6,LYRM1,0.0029715082754119
BCL6,PTPN2,0.0034800649929884
BCLAF1,HNRNPA2B1,0.0057109229486699
BCLAF1,HNRNPH1,0.0120569673036651
BCLAF1,TNFAIP8L2,0.0060722361242245
BCLAF1,PCF11,0.0036750362562298
BCLAF1,CBWD1,0.0041769288025963
BCLAF1,SNAPC1,0.0033724063681681
BCLAF1,NAA15,0.0031114661673586
BCLAF1,ZNF143,0.001161473434164
BCLAF1,EEF1A1,0.0016425855007983
BCLAF1,KIF5B,0.0041971199491086
BCLAF1,RAB1A,0.0015385410014839
BCLAF1,RBBP7,0.0019664166311421
BCLAF1,SMIM13,0.0016326009088692
BCLAF1,BECN1,0.0012728398497914
BCLAF1,CCP110,0.0018135827469944
BCLAF1,CDV3,0.0020363929340608
BCLAF1,DARS,0.0026534178646154
BCLAF1,DDX10,0.0026985625428566
BCLAF1,DIS3L,0.0025294928513509
BCLAF1,FAM60A,0.002628022946157
BCLAF1,FARSB,0.0020959882653591
BCLAF1,HCCS,0.0014107270763904
BCLAF1,MTHFD2L,0.0034081242183217
BCLAF1,PWP1,0.0021969992953043
BCLAF1,RPS3A,0.0020939970659049
BCLAF1,TADA1,0.002476598492823
BCLAF1,TCP1,0.0026429790877388
BCLAF1,WDR75,0.0026213974621378
BCLAF1,ZZZ3,0.0032235896624593
BCLAF1,CNOT10,0.0018757609437552
BCLAF1,RAD18,0.0011986867925637
BCLAF1,TCAF1,0.0010627391300327
BCLAF1,BLZF1,0.0011048471026143
BCLAF1,POLD4,0.0010735051699878
BCLAF1,RNASEH2B,0.0014074856116742
BCLAF1,HNRNPA1,0.0037925941461736
BCLAF1,RPL7,0.0022691484297431
BCLAF1,ZNF678,0.0012620783788709
BCLAF1,TEX10,0.0017996531199594
BCLAF1,WARS2,0.0010408455916549
BCLAF1,C6orf47,0.0011616598579119
BDP1,KIAA2013,0.0064514295528186
BDP1,OAZ1,0.0054381387875493
BDP1,PIAS1,0.0130349511439715
BDP1,BTBD8,0.0036011613109448
BDP1,KATNAL2,0.0024251081230875
BDP1,RAC2,0.0141239500486854
BDP1,CD63,0.0033019534319432
BDP1,CLIP1,0.0020566387539825
BDP1,CYB561A3,0.0023574201922521
BDP1,DIS3L,0.0011341660423262
BDP1,DNAJC13,0.0018923878827374
BDP1,GRN,0.0010283816795236
BDP1,GTF2I,0.0025215075302459
BDP1,HNRNPH1,0.0016418740270863
BDP1,KIAA1549,0.0013015588551604
BDP1,PCF11,0.0019214642527419
BDP1,PINK1,0.0010002188344394
BDP1,PTGR2,0.0022017818856229
BDP1,RCOR1,0.0010587249440741
BDP1,RNF181,0.0025648585465429
BDP1,SETX,0.002252831095886
BDP1,SSH2,0.0011972736788439
BDP1,TRIM24,0.001681837685745
BDP1,UBXN2A,0.0014663696263443
BDP1,WDR7,0.0010662276057488
BDP1,ZCCHC11,0.0012255620010939
BRCA1,RAD18,0.0097972053744568
BRCA1,CCP110,0.0119060856455104
BRCA1,DLC1,0.001034353154138
BRCA1,DNAJC13,0.0011282563599955
BRCA1,RBBP7,0.0083649014188166
BRCA1,GEMIN5,0.0054937604247301
BRCA1,TEX2,0.0024725206250691
BRCA1,SUV39H2,0.0071064653021256
BRCA1,PIGW,0.0034943507890622
BRCA1,ARF5,0.0013454188032815
BRCA1,CMSS1,0.001437589594389
BRCA1,MSH2,0.0031119882447829
BRCA1,TUBGCP4,0.0018047662152585
BRCA1,ZRANB3,0.0011998618360204
BRCA1,EGR3,0.0011280598192164
BRCA1,BLCAP,0.0030548968219861
BRCA1,DIS3L,0.0083646373075119
BRCA1,LPAR4,0.0012201630490535
BRCA1,PCGF1,0.0014509656878459
BRF1,RASA3,0.0055379312884949
BRF1,ARAP1,0.0010063347127055
BRF1,DGCR2,0.0013276692249748
BRF1,DLC1,0.0010215496188188
BRF1,GPR108,0.0011624068760664
BRF1,HMHA1,0.0012286911609532
BRF1,PANK4,0.0031753837265773
BRF1,PEPD,0.001133550570097
BRF1,POLD4,0.0011740125757526
BRF1,PRR5,0.0015618391844128
BRF1,RIMS3,0.0017535165497125
BRF1,RIPK3,0.0021627428144957
BRF1,SASH3,0.0017709091931388
BRF1,SLC23A1,0.0016722357346329
BRF1,SLC27A1,0.0011647600383606
BRF1,SNX21,0.0013220075220015
BRF1,VPS4A,0.0028912079125734
BRF1,LYRM7,0.0010903976778509
BRF1,MINK1,0.0015116978064593
BRF1,PDP2,0.0011409332186865
BRF1,PREX1,0.0027128674737532
BRF1,PTK2B,0.0016300508243963
BRF1,ATAT1,0.0010412424136797
BRF1,CYB561,0.0010471872192401
BRF1,PDIA3,0.0019680618352761
BRF1,RHEB,0.0014036814053067
BRF1,RPL32P3,0.0015573752953696
BRF1,SLC15A4,0.001369659087017
BRF1,SMN1,0.0022572371404404
BRF1,TM6SF1,0.0013113523135244
BRF1,TSC22D1,0.0013404227207148
BRF1,XRCC4,0.0034016379928531
BRF1,ZNF804A,0.0013113419570773
BRF1,GAS6,0.0038538318401307
BRF1,ACSS1,0.0012709362807199
BRF1,BIN1,0.0016803036984365
BRF1,ADCY7,0.0026202053213077
BRF1,RFX5,0.0023748744580074
BRF1,KIAA1549,0.0010365608435041
BRF1,FERMT3,0.0010134482958873
BRF1,SMARCD1,0.0013912092381916
BRF1,TRAF3IP3,0.0013479703815829
