source,target,score
ESRRA,LCAT,0.002223389905797
ESRRA,LTB4R2,0.0014241545901981
ESRRA,LY6H,0.0011400189380788
ESRRA,LYRM1,0.0018284674504498
ESRRA,MAN2B2,0.0029302188031327
ESRRA,MAP1S,0.0036141725415312
ESRRA,MBIP,0.0010909955731897
ESRRA,MDM2,0.0024531344955825
ESRRA,MED22,0.0016005940613753
ESRRA,MICB,0.0012672867098255
ESRRA,MON1B,0.0021204300923825
ESRRA,MVK,0.0013378516523803
ESRRA,MXRA8,0.0011592858938779
ESRRA,MYO15A,0.001981795170364
ESRRA,MYPOP,0.0012767515763653
ESRRA,NAAA,0.0013752612024511
ESRRA,NDUFB10,0.0010373391372768
ESRRA,NDUFV1,0.0026595118959699
ESRRA,NMT1,0.0012401085656617
ESRRA,PAIP2,0.0012228522752101
ESRRA,PGP,0.0075466695173137
ESRRA,PILRA,0.0021051900600152
ESRRA,POLG,0.0015054353421817
ESRRA,PPM1G,0.0016477852296031
ESRRA,PSMD11,0.0011076165314762
ESRRA,PTPRN2,0.0012524672031881
ESRRA,PUSL1,0.0015922165057155
ESRRA,RAB37,0.0010887783238749
ESRRA,RAD17,0.0017827812619261
ESRRA,RANGAP1,0.0019780007388578
ESRRA,RER1,0.0020460949836024
ESRRA,SLC25A35,0.0017186342829668
ESRRA,SLC43A2,0.0026399038490227
ESRRA,SLIT1,0.0015167950844519
ESRRA,SMIM24,0.0017090789271964
ESRRA,SOWAHD,0.0014778482790911
ESRRA,SPTBN5,0.0018065958249392
ESRRA,SSSCA1,0.0027508542581992
ESRRA,ST14,0.0015362988406267
ESRRA,STK11,0.0030290519350176
ESRRA,STK26,0.0016937115610923
ESRRA,SUGT1,0.0012112442032998
ESRRA,TCTN2,0.0010098609957232
ESRRA,TLE6,0.0032272285584341
ESRRA,TPTE2P3,0.0015569982541847
ESRRA,TYMP,0.0056329002309802
ESRRA,UPP1,0.0037086903175695
ESRRA,VASH2,0.0012322005987455
ESRRA,VAX2,0.0012201303998108
ESRRA,WT1-AS,0.0011434967912553
ESRRA,ZNF844,0.0016941596130866
ESRRA,ZNF860,0.0026683049195204
ESRRA,ZNF92,0.0014384493547023
ESRRA,ZNHIT2,0.0012966742865622
ESRRA,ABHD17B,0.0011870624027854
ESRRA,C19orf70,0.0013808748432672
ESRRA,FUNDC1,0.0013733834381409
ESRRA,TMPRSS5,0.0022229532470029
ESRRA,TBC1D28,0.0091398074041855
ESRRA,PLA2G15,0.0082223750405624
ESRRA,LTBR,0.0099818099369599
ESRRA,ABHD11-AS1,0.0038603477965764
ESRRA,ITGA10,0.0024709253195549
ESRRA,MYCN,0.0031417407402857
ESRRA,SHISA5,0.0127300947872064
ESRRA,SLC6A12,0.0051383214201942
ESRRA,THTPA,0.0042582425887425
ESRRA,IRAK1,0.0096993401290086
ESRRA,ITPK1,0.0164043700582167
ESRRA,MAPKAPK2,0.0036798191214433
ESRRA,TAF10,0.0106039339086165
ESRRA,TBX3,0.0027419029846566
ESRRA,UBTD1,0.0108273095516067
ESRRA,UFSP1,0.0024176004197947
ESRRA,SH3BP1,0.0061449742289857
ESRRA,SHKBP1,0.0057542067753231
ESRRA,SIRT2,0.0065857513408478
ESRRA,APBB3,0.0017562884323689
ESRRA,B4GALNT1,0.0011971037092243
ESRRA,CASC11,0.0012452566439797
ESRRA,CDIPT,0.0012670472993632
ESRRA,CHRM2,0.0015022984737014
ESRRA,CMSS1,0.0012732216682039
ESRRA,CTNNA2,0.0011733985937128
ESRRA,FAM181B,0.0014089784729944
ESRRA,GPR25,0.0014361886970709
ESRRA,HHIP,0.0014699045422174
ESRRA,HMCN2,0.0018216185644433
ESRRA,HSD11B1,0.0010632035866864
ESRRA,KCTD17,0.0010681462734338
ESRRA,KDM2A,0.0022414342509206
ESRRA,LBX1-AS1,0.0015623686547547
ESRRA,MPND,0.0012014775847958
ESRRA,MTF1,0.0017959762517715
ESRRA,NPTN,0.0022627559890489
ESRRA,OAZ2,0.0013450221725055
ESRRA,PI4KB,0.0012687078565505
ESRRA,PLK3,0.0025058259065737
ESRRA,POLDIP3,0.0014062726427549
ESRRA,RCBTB2,0.0012181576600738
ESRRA,RHOBTB1,0.0018895631168361
ESRRA,SCN9A,0.001288859759647
ESRRA,SGMS2,0.0012103191309983
ESRRA,SLC25A17,0.0011939912552415
ESRRA,SPATA31A6,0.0014098191748371
ESRRA,SPATA7,0.0014790325524487
ESRRA,TERF2IP,0.0010010490738739
ESRRA,TMEM88,0.0021572823196592
ESRRA,TMPRSS13,0.0010709041506616
ESRRA,TPSAB1,0.0014338319028634
ESRRA,CISD3,0.0043884105092696
ESRRA,LINC01301,0.0029010040059759
ESRRA,MSI2,0.0039745150276955
ESRRA,ZC3H12D,0.0033454102576461
ESRRA,ADGRA2,0.0020794309447791
ESRRA,ANKRD63,0.0017084798381091
ESRRA,DNAJC5B,0.002017902139214
ESRRA,JDP2,0.0021553633749084
ESRRA,LINC-ROR,0.0011100242426931
ESRRA,LINC01230,0.0017087074475599
ESRRA,LRP1,0.0018262861862293
ESRRA,MPPED1,0.0015084138413616
ESRRA,NHS-AS1,0.0022542823570626
ESRRA,OR7E47P,0.0018603008219342
ESRRA,OTX2-AS1,0.0011700554400713
ESRRA,PDE1B,0.0022486094128298
ESRRA,PLEKHA7,0.0012883793698059
ESRRA,PRIMPOL,0.0011077919970746
ESRRA,SLX1B,0.0017768600928715
ESRRA,SPAG1,0.0011791792200773
ESRRA,TWSG1,0.0014401814638786
ESRRA,VWA5B1,0.0014283499419994
ESRRA,ZMYND8,0.0010205948173611
ESRRA,PYCARD,0.0045439562887012
ESRRA,SIRT6,0.0055977820517694
ESRRA,GSTA3,0.0157760501942751
ESRRA,ABCC6P2,0.0010082003868569
ESRRA,APLN,0.0013076053051601
ESRRA,COA4,0.0013367350587658
ESRRA,EPT1,0.0010894194374306
ESRRA,GABRA4,0.0017020902767234
ESRRA,HSPA1A,0.0014979026717329
ESRRA,MRPL28,0.0012460425332928
ESRRA,NAPA,0.0010197636248025
ESRRA,NUP54,0.0035496067889196
ESRRA,PPP3CA,0.0010376754135213
ESRRA,RGL2,0.001028891378892
ESRRA,TMEM205,0.0012737524609175
ESRRA,TRAF7,0.0034192426954178
ESRRA,URM1,0.001148982645046
ESRRA,NDUFS2,0.006930569355433
ESRRA,EPN1,0.0140233207455275
ESRRA,FIBP,0.0101893335863843
ESRRA,B3GLCT,0.0016721654953086
ESRRA,DCDC1,0.0010342417088216
ESRRA,GABBR2,0.0017182537724066
ESRRA,LINC01184,0.0011785855754578
ESRRA,LINC01343,0.0015269037898876
ESRRA,BCL7B,0.0018225286038346
ESRRA,DPY19L4,0.0012102882056378
ESRRA,GJA4,0.0010706299496314
ESRRA,GNS,0.0015987687322153
ESRRA,LYRM5,0.0012523025696857
ESRRA,MTF2,0.0018386331588879
ESRRA,RBM34,0.0011276743466941
ESRRA,RNASET2,0.0011589409946145
ESRRA,SNX8,0.0013684150099597
ESRRA,TP53I13,0.0010723141609763
ESRRA,ZGRF1,0.0015299712425141
ESRRA,AKIRIN2,0.0036821285918421
ESRRA,ARHGEF18,0.0010139309716641
ESRRA,ARL2,0.0026507725929976
ESRRA,BHMT,0.0019046339755895
ESRRA,CCNC,0.0030507933955917
ESRRA,CYP3A43,0.0011929858076975
ESRRA,GSK3A,0.0038168015017781
ESRRA,IFNGR1,0.0020181222003215
ESRRA,KLHDC1,0.0014075120807263
ESRRA,LRRC25,0.0046526631796649
ESRRA,LRRN1,0.0017125497594817
ESRRA,OCSTAMP,0.0023147083318965
ESRRA,PSMD8,0.0017614490642094
ESRRA,RAB24,0.0017599630087439
ESRRA,SPICE1,0.0014054000116506
ESRRA,TDRD3,0.0012789503619308
ESRRA,TPD52L2,0.0041186179435068
ESRRA,TRAPPC4,0.0010005906855426
ESRRA,ZNF14,0.0035067179232202
ESRRA,ABI2,0.0014272729750754
ESRRA,GBA,0.0060128872439236
ESRRA,ITGB2,0.0011123657432533
ESRRA,ITPRIP,0.0012280713663838
ESRRA,LINC01097,0.0010585040591182
ESRRA,MORN3,0.0014905701208848
ESRRA,PEA15,0.0010427565742559
ESRRA,PEX16,0.0062499495518263
ESRRA,SPI1,0.0122366153397427
ESRRA,STAU2,0.0013919810351586
ESRRA,STIM1,0.0017532595196195
ESRRA,TMCO3,0.0010162565274437
ESRRA,TRAPPC5,0.0017984011311382
ESRRA,ZNF608,0.0023844256839448
ESRRA,ZBTB47,0.0087600898127774
ESRRA,CACNA1E,0.0014235346358783
ESRRA,CLDN14,0.001191727196494
ESRRA,CMIP,0.0042180848090265
ESRRA,F11R,0.0052030651006526
ESRRA,GALNT7,0.0012366159963998
ESRRA,LINC00152,0.0030723997828909
ESRRA,LINC01353,0.0025725699411951
ESRRA,NCSTN,0.00256531864286
ESRRA,ABI3,0.0017577271785998
ESRRA,APOBR,0.0024906932112942
ESRRA,APOL1,0.0010978234061997
ESRRA,ARFGAP1,0.0012047434212917
ESRRA,ARHGEF35,0.0012956180012474
ESRRA,ATP11A,0.0014147189294344
ESRRA,AURKAIP1,0.0065792669701759
ESRRA,BRD9,0.0010089630983324
ESRRA,C19orf25,0.0038159694984346
ESRRA,CACNA1C-IT3,0.0017722232458504
ESRRA,CACNG1,0.0027748145129175
ESRRA,CD300C,0.0031453717025861
ESRRA,CDK11B,0.004602948944033
ESRRA,CYP19A1,0.0015954069102579
ESRRA,DCAF16,0.001029893433043
ESRRA,E2F4,0.0025318206169167
ESRRA,EBI3,0.0015433143273135
ESRRA,EXOC3,0.002166238205437
ESRRA,EXOSC4,0.00119946901323
ESRRA,FERMT3,0.0081993153179168
ESRRA,FRA10AC1,0.001963233827116
ESRRA,GLIS2-AS1,0.0016508531746139
ESRRA,GPR35,0.005833008216106
ESRRA,JARID2,0.0010223698636067
ESRRA,KLHL18,0.0032269347272877
ESRRA,KRR1,0.0026134466626943
ESRRA,LILRP2,0.0030723438667528
ESRRA,LINC00398,0.0021309945187407
ESRRA,LINC00477,0.0039885809680855
ESRRA,LMAN2,0.0011610312022887
ESRRA,LRP1-AS,0.0017046444635866
ESRRA,LRRC38,0.0013985580573532
ESRRA,MED15,0.0015981879897414
ESRRA,MIR4516,0.0010696675776439
ESRRA,MRPS34,0.0011457455712682
ESRRA,MUL1,0.0041038673668996
ESRRA,NCF1,0.0032917509093643
ESRRA,NCF4,0.0013327990090857
ESRRA,NDOR1,0.0063092126216635
ESRRA,NF1,0.0012773849164932
ESRRA,NSUN5,0.001940491223472
ESRRA,OTUB1,0.0039530193514805
ESRRA,PACSIN2,0.0015443065047103
ESRRA,PCBP1,0.0098255163335463
ESRRA,PIBF1,0.002134642141449
ESRRA,PLCB2,0.0026991296151124
ESRRA,PNRC2,0.0010483275323029
ESRRA,POLR2J2,0.0012409901982781
ESRRA,PPP1R9B,0.0037027603359402
ESRRA,PRKACA,0.0035218912595206
ESRRA,PTPN3,0.0015582427792784
ESRRA,RRP12,0.0059415068711704
ESRRA,RSL24D1,0.0011483939057286
ESRRA,SDCBP2,0.001042919467923
ESRRA,SLC30A9,0.001298265893414
ESRRA,SNCG,0.0012573867913026
ESRRA,SNPH,0.0011849097947239
ESRRA,SOX3,0.0011147582500165
ESRRA,TCTEX1D4,0.0021157877608661
ESRRA,TECPR1,0.0057610685380241
ESRRA,TEX261,0.001199083153028
ESRRA,TM4SF4,0.0011236025831915
ESRRA,TMC6,0.0031113746127947
ESRRA,TMEM127,0.0059404610525127
ESRRA,TNFSF13,0.0022857793591544
ESRRA,TOMM20,0.0010751935712251
ESRRA,TUFM,0.0014295464592905
ESRRA,UBAC1,0.0011802227961467
ESRRA,UBE2E1,0.0014256962513888
ESRRA,UNC13D,0.0050429130545547
ESRRA,UQCRQ,0.0010410735185539
ESRRA,ZBTB33,0.0010173731332694
ESRRA,ZDHHC3,0.0033882107993432
ESRRA,ZDHHC7,0.0036374692286615
ESRRA,ZFP92,0.002126160174837
ESRRA,ZGPAT,0.0023575329542778
ESRRA,ZNF513,0.0029811360533251
ESRRA,AMER2,0.0030906136215596
ESRRA,C10orf54,0.0032992021290763
ESRRA,C16orf54,0.0046751467115512
ESRRA,CYP2G1P,0.0010221354323582
ESRRA,ELOF1,0.001299606883175
ESRRA,EMX2OS,0.001279171675069
ESRRA,FAM161A,0.0014097455286176
ESRRA,IDH3G,0.0070283148186258
ESRRA,LAMB3,0.0029875537923002
ESRRA,LRRC55,0.0020163276871267
ESRRA,MRPL20,0.0021245794124316
ESRRA,RNASEH2B-AS1,0.0019422930738151
ESRRA,SLC25A47,0.0035301627451273
ESRRA,SPATA2,0.0023600694360234
ESRRA,TERC,0.0010437776135844
ESRRA,TMEM175,0.0017313485701986
ESRRA,ZNF395,0.0033162324903704
ESRRA,ZYX,0.008779494389207
ESRRA,C1orf87,0.0061333060395489
ESRRA,SIDT2,0.0059894278320935
ESRRA,STRA8,0.0071351111223734
ESRRA,COPS8,0.0076443675090587
ESRRA,MT1DP,0.0076047143487259
ESRRA,FGF8,0.0026427043139184
ESRRA,KIF13A,0.0046412315871795
ESRRA,BLOC1S1,0.0053903691503613
ESRRA,DTX2,0.0060614550982307
ESRRA,FAM58A,0.0087333416358132
ESRRA,LINC00905,0.0092659627394777
ESRRA,MAP2K3,0.0076552524557677
ESRRA,NR2F6,0.0070814321844233
ESRRA,PDE6B,0.0084932241981024
ESRRA,PLCB1,0.0090875214742436
ESRRA,PLCB3,0.009448492030836
ESRRA,POR,0.0125761399214514
ESRRA,RELT,0.0080531908454462
ESRRA,SLC16A3,0.0069177205126946
ESRRA,SLC9A1,0.0075056896505217
ESRRA,TTYH3,0.0105447628865726
ESRRA,ZNF385A,0.00580251028253
ESRRA,CD244,0.0030502545605691
ESRRA,GPR132,0.0046573068211839
ESRRA,HDC,0.0018928744526578
ESRRA,KLHDC7B,0.0024506638230845
ESRRA,LGALS9,0.0043217615667405
ESRRA,MFSD7,0.0030985567849069
ESRRA,PLEKHJ1,0.0086047874331082
ESRRA,PSCA,0.0023382576136341
ESRRA,TPRN,0.004692956081904
ESRRA,UNC5B-AS1,0.0026169127645748
ESRRA,LINC00599,0.0017493525829697
ESRRA,ADAP1,0.0035701208328489
ESRRA,BEST1,0.0018158967196713
ESRRA,C1QC,0.002207113451309
ESRRA,NEUROG3,0.0021873031450017
ESRRA,TSPEAR-AS1,0.0012323074126781
ESRRA,HSD3B7,0.0026920971211323
ESRRA,LINC01001,0.0037215992015527
ESRRA,RLN3,0.004143819687157
ESRRA,SLC4A9,0.002072259940152
ESRRA,BATF,0.0056179407532151
ESRRA,BAX,0.0033308427700522
ESRRA,C3orf20,0.0023764021781979
ESRRA,FAM170A,0.0011961033541432
ESRRA,MAPT-AS1,0.0011520035465602
ESRRA,MFSD12,0.0064674986102994
ESRRA,MGAT4B,0.0015865395673618
ESRRA,MT1H,0.003002858718224
ESRRA,NADK,0.0159160924312796
ESRRA,PLA2G3,0.0027958581659428
ESRRA,SELPLG,0.0013917788905772
ESRRA,SMYD1,0.0015703700578403
ESRRA,TRPM6,0.0013506842703476
ESRRA,CLEC18A,0.0014737913633244
ESRRA,LIPM,0.0012743212989715
ESRRA,MYBPC3,0.0022957717547375
ESRRA,RGS7,0.0010521010952799
ESRRA,SLC2A12,0.0012846725588396
ESRRA,SRPK3,0.0016398108252808
ESRRA,STRN4,0.0040526192098488
ESRRA,WWTR1-AS1,0.0013997722578363
ESRRA,CAPN3,0.0052953586429761
ESRRA,OR2F2,0.0044659127870166
ESRRA,ATP5B,0.0034014073234319
ESRRA,DEF8,0.0061136768079999
ESRRA,FRY-AS1,0.0022022128196578
ESRRA,TSR2,0.0048007721984272
ESRRA,LINC01580,0.0081872223988635
ESRRA,NPLOC4,0.0048347287464531
ESRRA,ARHGEF38,0.0015045707057452
ESRRA,ATP2B3,0.0014008617788893
ESRRA,CD163L1,0.0017147166654844
ESRRA,CLUAP1,0.0033115276959856
ESRRA,COX14,0.0027555786516489
ESRRA,FAM156B,0.0013109535281148
ESRRA,HAUS6,0.0010150115422081
ESRRA,LZTR1,0.0017012287504141
ESRRA,MVB12A,0.0011929856941988
ESRRA,ZNF22,0.0028012791430532
ESRRA,ZNF815P,0.0022649158795132
ESRRA,ZNF890P,0.0010983823012666
ESRRA,KPNA5,0.0017532999359654
ESRRA,SH3D19,0.001571100274956
ESRRA,SIPA1L1,0.0014133090152951
ESRRA,CCL3L3,0.0060433801190261
ESRRA,ADRM1,0.0016808962109612
ESRRA,BATF2,0.0019169346636911
ESRRA,BLOC1S4,0.0017484644118136
ESRRA,C19orf53,0.0011521959216695
ESRRA,C20orf196,0.0011164462562465
ESRRA,CHTF8,0.0011321033818063
ESRRA,FAM163A,0.0019332922283165
ESRRA,FOXL2,0.003250098461625
ESRRA,HGS,0.002743005870657
ESRRA,HIST2H2AA4,0.0017922110771861
ESRRA,HNRNPA1L2,0.0016334107099372
ESRRA,INTS5,0.0026799799075151
ESRRA,ISG20L2,0.0015469285606094
ESRRA,MED8,0.0025754060593454
ESRRA,NAT9,0.0015518952012478
ESRRA,POP4,0.0012025943143706
ESRRA,RNF181,0.0019377386334441
ESRRA,SDHD,0.0017421853752803
ESRRA,SREK1,0.0016810296540512
ESRRA,TERF1,0.0029426111010143
ESRRA,TTC26,0.0033324785038117
ESRRA,UBN1,0.0015143780322483
ESRRA,UBXN1,0.0047918795371321
ESRRA,ANKRD1,0.0010783800414594
ESRRA,CCDC63,0.0010883686963126
ESRRA,FZD8,0.0023027971732373
ESRRA,UBXN2A,0.0016290735102656
ESRRA,ZFP57,0.0011759163445564
ESRRA,CARD9,0.0024910423630645
ESRRA,CD300LF,0.0010144116162994
ESRRA,CLPTM1,0.0012272952641266
ESRRA,CYTL1,0.0013908462673898
ESRRA,KRTCAP2,0.0015539245513404
ESRRA,PRSS48,0.0014088541815985
ESRRA,RIN1,0.0035468195536932
ESRRA,SLC18A1,0.0013040964086544
ESRRA,TH2LCRR,0.001001163450332
ESRRA,TMEM173,0.0018954200390682
ESRRA,TMEM71,0.0010149640181675
ESRRA,C6orf136,0.0013720859136092
ESRRA,CORO7,0.0077554001135528
ESRRA,DNAJB12,0.0038191678256229
ESRRA,SIGLEC11,0.005633376718135
ESRRA,UQCRC1,0.0044918597410884
ESRRA,ZNF329,0.0013245212430952
ESRRA,ZNF341,0.0101303485485187
ESRRA,DKK2,0.0014758389602944
ESRRA,GDPD4,0.0020286276139244
ESRRA,LINC00518,0.0011012871256293
ESRRA,SH3BGRL3,0.0083828124859842
ESRRA,HS1BP3,0.0047347977049346
ESRRA,TMEM39A,0.003101877957763
ETS2,ELK3,0.0053338020879297
ETS2,LPIN1,0.0206692427304386
ETS2,DHRS9,0.0050494711495637
ETS2,TNNI2,0.0081304759790584
ETV2,CDC42EP4,0.0038068419840554
ETV2,VEGFA,0.0038219057981254
ETV7,HLA-B,0.0103018337070124
ETV7,ASPHD2,0.0083194933987977
ETV7,BAG3,0.0126573414456224
EZH2,CDCA7L,0.0020440835842599
EZH2,CDKN2C,0.0014324643631822
EZH2,HIST1H2BL,0.0016110636461442
EZH2,HNRNPA2B1,0.0027210845556727
EZH2,MLEC,0.0010273570908143
EZH2,MSH2,0.0012085635882652
EZH2,NET1,0.0020532685652483
EZH2,RALB,0.0017242696512537
EZH2,SLC24A4,0.0011066984140669
EZH2,SPRY2,0.0010940945250886
EZH2,TMEM229B,0.0011628689836362
EZH2,UXS1,0.0023208711161552
EZH2,LPAR4,0.0027253847806502
EZH2,VASP,0.0010150217708693
EZH2,SLC7A1,0.0025517833216017
EZH2,SNTB1,0.0015042241597063
EZH2,TMEM44,0.0010735748815459
FLI1,CSF2,0.0068850388406658
FLI1,ICK,0.0095056533403283
FLI1,NEK7,0.0106106523948183
FLI1,TMEM65,0.0078168939412431
FLI1,FBXO8,0.0105153711082663
FLI1,GABBR2,0.0058371458765212
FLI1,SP1,0.0139137922398214
FLI1,GDAP2,0.006674152566722
FLI1,ARCN1,0.0084311873671048
FLI1,SBF2-AS1,0.0087311332773823
FLI1,BMPR2,0.0056737705681571
FLI1,HERC3,0.0102149903507151
FLI1,IRF2,0.0051614986983395
FLI1,LINC00403,0.0051026296983572
FLI1,OR1A1,0.0076901213645258
FLI1,TIRAP,0.0060304828832795
FLI1,ZEB2,0.0070457035229359
FLI1,LINC00901,0.0062666448416075
FLI1,RRAGC,0.0056403319820813
FLI1,ADGRL2,0.0015257862880692
FLI1,ALDH4A1,0.0011831615940058
FLI1,ANTXR2,0.0032089826673901
FLI1,APLP2,0.0026607188454098
FLI1,ARHGAP20,0.0022567347969546
FLI1,ARHGAP6,0.0013070067488564
FLI1,ARHGEF12,0.0016777191226758
FLI1,ARHGEF3,0.0016853204265429
FLI1,ASTN2-AS1,0.001334449481499
FLI1,C21orf62,0.0012608007322939
FLI1,CCAT2,0.0115602167830081
FLI1,CDH5,0.0024146676709929
FLI1,CDKL1,0.0016820238584701
FLI1,CDKN2A,0.0015931622226216
FLI1,CELF2,0.0022296847229211
FLI1,CEP85L,0.0017956004962247
FLI1,CHRNA2,0.0013165681855109
FLI1,CLEC1B,0.0011934578115092
FLI1,COX17,0.0019581464743361
FLI1,CTBP2,0.0022280797610716
FLI1,DCAF7,0.0012695308341615
FLI1,DLEU7,0.0010796606412013
FLI1,DOCK2,0.0012157057198075
FLI1,DPYSL2,0.0010351610658482
FLI1,EDA2R,0.0024766580523126
FLI1,ELF5,0.0010102235182188
FLI1,EMILIN1,0.0011837482031766
FLI1,ERICH3-AS1,0.001769495464321
FLI1,ESRRG,0.0011679607585756
FLI1,FABP12,0.0011317068662178
FLI1,FAM76B,0.0018827815374541
FLI1,FBXW7,0.0011156942210943
FLI1,FGD5-AS1,0.001956384807139
FLI1,FGF16,0.0017162180968426
FLI1,FGFBP1,0.0010509094719646
FLI1,FGG,0.0022614754847939
FLI1,FN1,0.0028090243432562
FLI1,FNIP2,0.0019578472684911
FLI1,GPA33,0.0010192092070489
FLI1,GRB7,0.0014025028881653
FLI1,GS1-279B7.1,0.001156535464582
FLI1,GSK3B,0.0029297293803006
FLI1,HBG2,0.0010538871865558
FLI1,KRTAP12-2,0.0112771287181155
FLI1,LIMS1,0.0014221461123904
FLI1,LINC01170,0.001380311560759
FLI1,LINC01544,0.0015745979868777
FLI1,LMO2,0.0013154820390725
FLI1,LRRC23,0.0010240218261445
FLI1,MAFF,0.0012929326761825
FLI1,MAPK9,0.0022641041836733
FLI1,MCMBP,0.0015718268202345
FLI1,MGP,0.0010450239009487
FLI1,MID1,0.0015273305469118
FLI1,NAV1,0.0013334880300626
FLI1,NDUFA4L2,0.0014865678919378
FLI1,NLRP3,0.0010349899163679
FLI1,NPTN,0.0042569875825155
FLI1,NR3C1,0.0019279511798791
FLI1,OSER1,0.0011715995987891
FLI1,PAIP2B,0.0024615129039574
FLI1,PATL1,0.0106172910564273
FLI1,PCDHGB2,0.0025195778687701
FLI1,PCDHGC3,0.0010474527475744
FLI1,PHACTR1,0.0044203469921277
FLI1,PHACTR2,0.0022620743373613
FLI1,PPP1R1C,0.001425053463576
FLI1,PRKAG2,0.0011255140293742
FLI1,QPCT,0.0013669416764504
FLI1,RASAL2,0.0016065809997528
FLI1,RASSF8-AS1,0.0010839474412036
FLI1,RBM24,0.0012809092344695
FLI1,RERE,0.0012342807041172
FLI1,S100A16,0.0014165183153702
FLI1,SEC16B,0.0094448680139253
FLI1,SGK3,0.0035174902027176
FLI1,SLC7A14,0.0040215406517241
FLI1,SMARCA2,0.0031022506999628
FLI1,SNORA79,0.0010544466272958
FLI1,SRGAP3,0.0010614663503052
FLI1,STK38,0.0014644320808318
FLI1,SYBU,0.0012998400843054
FLI1,TCEAL7,0.0010617945479623
FLI1,TET3,0.0054519200102181
FLI1,TGIF1,0.0079116668416534
FLI1,TIPARP-AS1,0.0021538265946954
FLI1,TMEM206,0.0012966097777195
FLI1,TRAPPC3L,0.001925162100514
FLI1,TTC9C,0.0022345445133514
FLI1,UST,0.0021377923070806
FLI1,XKR7,0.0025518727599454
FLI1,ZADH2,0.0019275756763835
FOS,EGR3,0.0028606696373673
FOS,KLHL13,0.005282531307031
FOS,F3,0.0011843657807881
FOS,GNPDA1,0.0010366513257923
FOS,VPS37C,0.0012183239972971
FOS,ACVRL1,0.00158173943421
FOS,KCNE3,0.0017143359633172
FOS,NAGK,0.0011848756089651
FOS,RASSF4,0.0013786329356386
FOS,SETD7,0.0010530872932725
FOS,SLC37A2,0.0010358062187702
FOS,TRIM45,0.0011117799445543
FOSB,EGR3,0.0078332269232244
FOSB,KLF4,0.0054111413326994
FOSB,SMCO4,0.0033268506318064
FOSL1,BEX4,0.0023906251189268
FOSL1,CLCN5,0.0013286739817302
FOSL1,NFKB2,0.0015758335301122
FOSL1,UAP1,0.004585501532452
FOSL1,SH2B2,0.0070967838189949
FOSL1,DRAM1,0.0026027228730758
FOSL1,AHNAK,0.0016431370239023
FOSL1,GNPDA1,0.001303354179521
FOSL1,SETD7,0.0024282140467548
FOSL1,SMCO4,0.0035028926975595
FOSL1,ANXA2,0.0010583661586687
FOSL1,ARMCX1,0.0041185036084167
FOSL1,ERN1,0.0012978094358845
FOSL1,GGNBP2,0.0010018270645871
FOSL1,HSD17B7P2,0.0018420580408473
FOSL1,VAV2,0.0045484526520274
FOSL1,KLF4,0.0011410328938918
FOSL1,RXRA,0.0014285679216108
FOSL1,ASGR1,0.008131336294168
FOSL1,STK19,0.0014437610318976
FOSL1,DCAF12,0.0015946100577951
FOSL1,CSRP1,0.0055466418132803
FOSL1,DLC1,0.0016843933990273
FOSL1,EHD4,0.0034022886838031
FOSL1,EVI5,0.0015344074201749
FOSL1,HEBP2,0.0046957370730295
FOSL1,LMNA,0.0023794487161028
FOSL1,NFIL3,0.0035998454346693
FOSL1,OBSL1,0.0040970706872363
FOSL1,SPINT1,0.0010098479194797
FOSL2,AIM1,0.008858337147971
FOSL2,STX3,0.009714735370537
FOSL2,APLP2,0.0084812537732262
FOSL2,SMCO4,0.0054955628342101
FOSL2,CSGALNACT2,0.0067295156673043
FOSL2,MCTP1,0.0060514876882322
FOSL2,SNX27,0.0052074670293659
FOSL2,STON2,0.0067001800113606
FOSL2,GNPDA1,0.0029474381346823
FOSL2,PKM,0.0037494107996076
FOSL2,HOMER3,0.0045696971478293
FOXA3,EVI5,0.0041692890244209
FOXC1,SPA17,0.0050818089121823
FOXJ2,ANXA11,0.0014260349362396
FOXJ2,CD55,0.0014404156036288
FOXJ2,CDC42EP4,0.0012924569495
FOXJ2,ERN1,0.0015967769883445
FOXJ2,KIAA0040,0.0017896915547244
FOXJ2,RAF1,0.0032478518658806
FOXJ2,SP1,0.0021189288568786
FOXJ3,GABPB1,0.0166704306858878
FOXJ3,ZZZ3,0.0052484024354549
FOXJ3,ACTB,0.0010034660304133
FOXJ3,CACNA2D3,0.001321471246677
FOXJ3,CXXC5,0.0010206424319485
FOXJ3,EHBP1,0.0011736393816065
FOXJ3,EPB41,0.0024502021595571
FOXJ3,FGR,0.0011260317606574
FOXJ3,FLI1,0.0025364880837762
FOXJ3,MID1IP1,0.0016502490271241
FOXJ3,RBMX,0.0057837035092547
FOXJ3,TFDP2,0.0016505390563552
FOXJ3,PTAFR,0.012660464324908
FOXK1,FAM124B,0.0071063862488535
FOXN2,MOSPD2,0.0072557804971272
FOXN2,ADAM9,0.0027147505640489
FOXN2,FBL,0.0061738744050482
FOXN2,RNF111,0.0056910088327386
FOXN2,USP3,0.001228249557689
FOXN3,ELK3,0.0146826136385037
FOXN3,IRF2,0.0083826059595898
FOXN3,ACSS1,0.0011320123239353
FOXN3,ARHGEF11,0.0010398715136896
FOXN3,CDKN2C,0.0015757716641313
FOXN3,CYP1B1,0.0018373709139645
FOXN3,DPYSL2,0.004092182146161
